pairID,premise,hypothesis,explanation,selected_steps,explanation_category,note,Sentence1_Highlighted,Sentence2_Highlighted,gold_label
4477683613.jpg#1r1n,A crowded city street with lots of pedestrians.,The pedistrians are waiting for a parade to come through this busy street.,lot of pedestrians not necessarily will be waiting for a parade.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"6,3",neutral
4477683613.jpg#1r1n,A crowded city street with lots of pedestrians.,The pedistrians are waiting for a parade to come through this busy street.,Just because that there is a crowded city street with lots of pedestrians does not imply there is a parade.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},6,neutral
3693415584.jpg#2r1n,A woman wearing a bright orange blouse is weaving.,A woman is wearing a bright orange blouse and a green hat.,There is no implication of the woman wearing a green hat.,"[{'step': 'Step 5: Does the explanation point out information not mentioned in the premise?', 'type': 'Absence of Mention'}]",Absence of Mention,,{},"10,11",neutral
3693415584.jpg#2r1n,A woman wearing a bright orange blouse is weaving.,A woman is wearing a bright orange blouse and a green hat.,woman with bright orange blouse not necessarily will be with a green hat.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"10,11",neutral
3693415584.jpg#2r1n,A woman wearing a bright orange blouse is weaving.,A woman is wearing a bright orange blouse and a green hat.,Wearing a bright orange blouse does not imply wearing a green hat to match the outfit.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"10,11",neutral
3693415584.jpg#2r1c,A woman wearing a bright orange blouse is weaving.,A woman is ironing red pants.,One cannot be weaving and ironing simultaneously.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,8,3,contradiction
3693415584.jpg#2r1c,A woman wearing a bright orange blouse is weaving.,A woman is ironing red pants.,Ironing and weaving can__ be done at the same time.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,8,3,contradiction
3693415584.jpg#2r1c,A woman wearing a bright orange blouse is weaving.,A woman is ironing red pants.,A woman cannot be weaving and ironing simultaneously.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,8,3,contradiction
3693415584.jpg#2r1e,A woman wearing a bright orange blouse is weaving.,A woman is weaving.,woman wearing a bright orange blouse is weaving is rephrased as woman is weaving.,"[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"1,7,8,2,3,4,5,6","1,2,3",entailment
3693415584.jpg#2r1e,A woman wearing a bright orange blouse is weaving.,A woman is weaving.,"'A woman is weaving' is a less detailed rephrasing of 'A woman wearing a bright orange blouse is weaving', the woman's description has been omitted.","[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"1,7,8,2,5,6","1,2,3",entailment
3693415584.jpg#2r1e,A woman wearing a bright orange blouse is weaving.,A woman is weaving.,The woman is weaving something.,"[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"1,8","1,3",entailment
739944487.jpg#1r1c,A group of people are in a rowboat in the ocean surrounded by seagulls.,A group of people are inside watching a hockey game.,How can people be in a rowboat and at the same time watching a game inside,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"10,7","5,6",contradiction
739944487.jpg#1r1c,A group of people are in a rowboat in the ocean surrounded by seagulls.,A group of people are inside watching a hockey game.,ONE CANNOT ROWBOAT INSIDE AND WATCHING  A HOCKEY GAME,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,7,5,contradiction
739944487.jpg#1r1c,A group of people are in a rowboat in the ocean surrounded by seagulls.,A group of people are inside watching a hockey game.,The group of people are either in a rowboat in the ocean or inside watching a hockey game.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"5,6,7,8,9,10","5,6,7,8,9",contradiction
739944487.jpg#1r1e,A group of people are in a rowboat in the ocean surrounded by seagulls.,A bunch of people are in a wooden object on the water.,A rowboat does not have to be wooden.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,{},"7,8",neutral
739944487.jpg#1r1e,A group of people are in a rowboat in the ocean surrounded by seagulls.,A bunch of people are in a wooden object on the water.,All wooden object on the water are not necessarily rowboat.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"7,8,9,10,11",neutral
739944487.jpg#1r1e,A group of people are in a rowboat in the ocean surrounded by seagulls.,A bunch of people are in a wooden object on the water.,A rowboat is not always a wooden object.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"7,8",neutral
739944487.jpg#1r1n,A group of people are in a rowboat in the ocean surrounded by seagulls.,A group of people are rowing towards some islands while one of them fishes.,"Just because the people are in a rowboat, it doesn't mean they are rowing, moving towards any islands, nor fishing.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"5,8,13",neutral
739944487.jpg#1r1n,A group of people are in a rowboat in the ocean surrounded by seagulls.,A group of people are rowing towards some islands while one of them fishes.,people in rowboat does not imply that they are rowing towards island also surrounded by seagulls does not mean that one of them fishes.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"13,8",neutral
739944487.jpg#1r1n,A group of people are in a rowboat in the ocean surrounded by seagulls.,A group of people are rowing towards some islands while one of them fishes.,That people are in a rowboat in the ocean does not mean that one of them fishes.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},13,neutral
3746285587.jpg#2r1n,A woman in a brown shirt is kneeling in the street.,A woman is protesting in the street.,Just because a woman is kneeling on the street does not mean she is protesting.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},3,neutral
3746285587.jpg#2r1n,A woman in a brown shirt is kneeling in the street.,A woman is protesting in the street.,Kneeling in the street not necessarily means protesting.,"[{'step': 'Step 4: Does the explanation rely on pragmatic cues like implicature or presupposition?', 'type': 'Pragmatic-level Inference'}]",Pragmatic-level Inference,,{},3,neutral
3746285587.jpg#2r1n,A woman in a brown shirt is kneeling in the street.,A woman is protesting in the street.,Kneeling does not imply protesting.,"[{'step': 'Step 4: Does the explanation rely on pragmatic cues like implicature or presupposition?', 'type': 'Pragmatic-level Inference'}]",Pragmatic-level Inference,,{},3,neutral
3746285587.jpg#2r1e,A woman in a brown shirt is kneeling in the street.,A woman is on the ground outside.,A street is connected to the ground.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,10,5,entailment
3746285587.jpg#2r1e,A woman in a brown shirt is kneeling in the street.,A woman is on the ground outside.,To kneel implies being on the ground. Being in the street requires being outside.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,"7,10","6,5",entailment
3746285587.jpg#2r1e,A woman in a brown shirt is kneeling in the street.,A woman is on the ground outside.,A woman is kneeling implies she is touching the ground and in the street is the equivalent of outside.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,"1,7,10","1,5,6",entailment
3746285587.jpg#2r1c,A woman in a brown shirt is kneeling in the street.,A woman is riding a bicycle.,women is riding a bicycle so she can't knee in the street,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,"0,1","3,5",contradiction
3746285587.jpg#2r1c,A woman in a brown shirt is kneeling in the street.,A woman is riding a bicycle.,A woman can't be riding a bicycle and kneeling in the street.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,7,3,contradiction
3746285587.jpg#2r1c,A woman in a brown shirt is kneeling in the street.,A woman is riding a bicycle.,A woman cannot be kneeling and riding a bicycle simultaneously.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,7,"3,5",contradiction
3289817083.jpg#2r1c,A man holding a baby who is petting a pony.,A man who kidnap a baby is petting a pony.,"Just because the man is holding the baby, it does not mean it was "" kidnap ""","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},3,neutral
3289817083.jpg#2r1c,A man holding a baby who is petting a pony.,A man who kidnap a baby is petting a pony.,to hold a baby does not imply to kidnap,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},3,neutral
3289817083.jpg#2r1c,A man holding a baby who is petting a pony.,A man who kidnap a baby is petting a pony.,Holding a baby does not mean it is a kidnap.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},3,neutral
3289817083.jpg#2r1e,A man holding a baby who is petting a pony.,A man with a baby is petting a pony.,Man holding a baby is man with a baby.,"[{'step': 'Step 4: Does the explanation rely on pragmatic cues like implicature or presupposition?', 'type': 'Pragmatic-level Inference'}]",Pragmatic-level Inference,,"1,2,3,4","1,2,3,4",entailment
3289817083.jpg#2r1e,A man holding a baby who is petting a pony.,A man with a baby is petting a pony.,A person must be with a baby in order to be holding it.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,2,2,entailment
3289817083.jpg#2r1e,A man holding a baby who is petting a pony.,A man with a baby is petting a pony.,The man is holding a baby who is petting a pony.,"[{'step': 'Step 1: Does the explanation rely on resolving coreference between entities?', 'type': 'Coreference Resolution'}]",Coreference Resolution,,"1,2,4,7,9","1,3,4,6,8",entailment
3289817083.jpg#2r1n,A man holding a baby who is petting a pony.,A man and his daughter are petting a pony.,"The baby may be his son not his daughter, and may not be his child at all.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},4,neutral
3289817083.jpg#2r1n,A man holding a baby who is petting a pony.,A man and his daughter are petting a pony.,"Just because a man is holding a baby does not mean that it is his daughter, nor that it is a girl.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},4,neutral
3289817083.jpg#2r1n,A man holding a baby who is petting a pony.,A man and his daughter are petting a pony.,Just because a man holding a baby who is petting a pony does not mean it is a man and his daughter.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"1,2,3,4",neutral
4621091937.jpg#3r1e,Men sitting on the side of a brick road.,me are sitting on the side of a road,A brick road is a form of road.,"[{'step': 'Step 2: Does the explanation involve semantic similarity or substitution of key concepts?', 'type': 'Paraphrastic Inference (Semantic)'}]",Semantic-level Inference,,"6,7,8",8,entailment
4621091937.jpg#3r1e,Men sitting on the side of a brick road.,me are sitting on the side of a road,Men sitting on the side of a brick road is the same as men who are sitting on the side of a road. The type of road is not relevant.,"[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"0,1,4,5,7,8","0,1,2,3,4,5,6,7,8",entailment
4621091937.jpg#3r1e,Men sitting on the side of a brick road.,me are sitting on the side of a road,The road was look like in brick road.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,"7,8",8,entailment
4621091937.jpg#3r1c,Men sitting on the side of a brick road.,the side of the road is empty.,"If the road is empty, then there wouldn't be men on it.","[{'step': 'Step 4: Does the explanation rely on pragmatic cues like implicature or presupposition?', 'type': 'Pragmatic-level Inference'}]",Pragmatic-level Inference,,"0,2","5,6",contradiction
4621091937.jpg#3r1c,Men sitting on the side of a brick road.,the side of the road is empty.,There are Men sitting on the side of the road or the side of the road is either empty,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"1,0,2,3,4","4,5,6",contradiction
4621091937.jpg#3r1c,Men sitting on the side of a brick road.,the side of the road is empty.,road can't be either be both empty and have men sitting on it at the same time.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"4,5,6,7,0","4,6",contradiction
4621091937.jpg#3r1n,Men sitting on the side of a brick road.,men are talking on the side of the road,People sitting together aren't always talking.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},2,neutral
4621091937.jpg#3r1n,Men sitting on the side of a brick road.,men are talking on the side of the road,Just because men are sitting in the side of the road does not mean that they are talking.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},2,neutral
4621091937.jpg#3r1n,Men sitting on the side of a brick road.,men are talking on the side of the road,Just because men sitting on the side of a brick road does not mean they are talking.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"1,2",neutral
3008370541.jpg#3r1e,A black dog with a blue collar is jumping into the water.,A dog is going to get wet.,Water makes things wet.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,11,6,entailment
3008370541.jpg#3r1e,A black dog with a blue collar is jumping into the water.,A dog is going to get wet.,A dog is jumping into water so the dog will get wet.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,"11,8,2","1,3,4,6",entailment
3008370541.jpg#3r1e,A black dog with a blue collar is jumping into the water.,A dog is going to get wet.,A black dog is a dog and jumping into the water means going to get wet.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,"8,9,11,1,2","1,3,5,6",entailment
3008370541.jpg#3r1n,A black dog with a blue collar is jumping into the water.,A black dog wearing a blue collar is chasing something into the water.,"The dog is jumping into the water, there is no information given about why or what else is near.  It can't be assumed the dog is chasing something.","[{'step': 'Step 5: Does the explanation point out information not mentioned in the premise?', 'type': 'Absence of Mention'}]",Absence of Mention,,{},"8,9",neutral
3008370541.jpg#3r1n,A black dog with a blue collar is jumping into the water.,A black dog wearing a blue collar is chasing something into the water.,Just because a dog jumps into the water does not mean that he is chasing something.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"8,9",neutral
3008370541.jpg#3r1n,A black dog with a blue collar is jumping into the water.,A black dog wearing a blue collar is chasing something into the water.,Just because a black dog with a blue collar is jumping into the water does not mean the dog is chasing something. Not all dogs are back.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"8,9",neutral
3008370541.jpg#3r1c,A black dog with a blue collar is jumping into the water.,A dog is avoiding the water.,The dog cannot simultaneously be jumping into and avoiding the water,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"8,9,11","3,5",contradiction
3008370541.jpg#3r1c,A black dog with a blue collar is jumping into the water.,A dog is avoiding the water.,The dog can't avoid water by jumping directly into it,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,8,3,contradiction
3008370541.jpg#3r1c,A black dog with a blue collar is jumping into the water.,A dog is avoiding the water.,"If one is jumping into water, it is not possible that they are avoiding the water.","[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,"8,9,11","3,5",contradiction
3696184025.jpg#1r1e,A young girl in a yellow top and a flowered skirt is standing on a blanket and biting on a toy.,A girl is standing.,The girl who is standing is young with a bright outfit while biting a toy.,"[{'step': 'Step 1: Does the explanation rely on resolving coreference between entities?', 'type': 'Coreference Resolution'}]",Coreference Resolution,,"2,12","3,1",entailment
3696184025.jpg#1r1e,A young girl in a yellow top and a flowered skirt is standing on a blanket and biting on a toy.,A girl is standing.,"Young girl is a girl, and standing on a blanket is a type of standing.","[{'step': 'Step 2: Does the explanation involve semantic similarity or substitution of key concepts?', 'type': 'Paraphrastic Inference (Semantic)'}]",Semantic-level Inference,,"1,2,12,13,14,15","1,3",entailment
3696184025.jpg#1r1e,A young girl in a yellow top and a flowered skirt is standing on a blanket and biting on a toy.,A girl is standing.,"If the girl is standing on a blanket, she is standing.","[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"12,15,13","3,1",entailment
3696184025.jpg#1r1n,A young girl in a yellow top and a flowered skirt is standing on a blanket and biting on a toy.,A girl is standing outside.,There is no indication that the girl is outside,"[{'step': 'Step 5: Does the explanation point out information not mentioned in the premise?', 'type': 'Absence of Mention'}]",Absence of Mention,,{},4,neutral
3696184025.jpg#1r1n,A young girl in a yellow top and a flowered skirt is standing on a blanket and biting on a toy.,A girl is standing outside.,Just because she is standing on a blanket doe snot mean that she is outside.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"3,4",neutral
3696184025.jpg#1r1n,A young girl in a yellow top and a flowered skirt is standing on a blanket and biting on a toy.,A girl is standing outside.,Just because a young girl in a yellow top and a flowered skirt is standing on a blanket and biting on a toy does not mean she is standing outside.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"3,4",neutral
3696184025.jpg#1r1c,A young girl in a yellow top and a flowered skirt is standing on a blanket and biting on a toy.,Everyone is sitting.,"If a young girl is standing, then everyone cannot be sitting.","[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,12,2,contradiction
3696184025.jpg#1r1c,A young girl in a yellow top and a flowered skirt is standing on a blanket and biting on a toy.,Everyone is sitting.,Everyone can't be siting if a young girl is standing,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,12,2,contradiction
3696184025.jpg#1r1c,A young girl in a yellow top and a flowered skirt is standing on a blanket and biting on a toy.,Everyone is sitting.,The young girl cannot be both standing and sitting at the same time.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,12,2,contradiction
2330536645.jpg#2r2n,many children play in the water.,The children are at camp.,Children don't necessarily play in the water at camp.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"4,3",neutral
2330536645.jpg#2r2n,many children play in the water.,The children are at camp.,Just because the children are playing in water does not mean that they are at camp.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"2,3,4,1",neutral
2330536645.jpg#2r2n,many children play in the water.,The children are at camp.,Just because many children play in the water does not mean they are at camp.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"2,3,4",neutral
2330536645.jpg#2r2e,many children play in the water.,Some kids splash in the water and interact with each other.,You can not infer they interact.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},7,neutral
2330536645.jpg#2r2e,many children play in the water.,Some kids splash in the water and interact with each other.,Just because children are playing in the water does not mean that they are splash in the water nor that they are interacting.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"2,7",neutral
2330536645.jpg#2r2e,many children play in the water.,Some kids splash in the water and interact with each other.,Just because many children play in the water does not mean they interact with each other.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"7,8,9,10",neutral
2330536645.jpg#2r2c,many children play in the water.,The children are playing mini golf.,Mini golf is not played in the water.,"[{'step': 'Step 7: Does the explanation rely on commonsense, factual, or domain-specific knowledge?', 'type': 'Factual Knowledge'}]",Factual Knowledge,,"2,5,4,3","4,5,3",contradiction
2330536645.jpg#2r2c,many children play in the water.,The children are playing mini golf.,Playing in the water and playing mini golf are two different things.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,5,"4,5",contradiction
2330536645.jpg#2r2c,many children play in the water.,The children are playing mini golf.,Children cannot play in the water and be playing mini golf simultaneously,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"2,3,5,4","3,4,5",contradiction
2330536645.jpg#1r1c,A group of kids is splashing in deep water nearby a rock formation.,The kids are singing in a choir,Kids cannot be splashing in deep water and be singing in a choir at the same time.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"5,6,7,8","3,4,5,6",contradiction
2330536645.jpg#1r1c,A group of kids is splashing in deep water nearby a rock formation.,The kids are singing in a choir,The kids  splashing in deep water nearby a rock formation cannot be singing in a choir.,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"5,6,7,8","3,4,5,6",contradiction
2330536645.jpg#1r1c,A group of kids is splashing in deep water nearby a rock formation.,The kids are singing in a choir,Kids cannot be  splashing in deep water and singing in a choir at the same time,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,"5,6,7,8","3,4,5,6",contradiction
2330536645.jpg#1r1e,A group of kids is splashing in deep water nearby a rock formation.,The kids are in deep water,The kids splashing in deep water implies that they are in deep water.,"[{'step': 'Step 4: Does the explanation rely on pragmatic cues like implicature or presupposition?', 'type': 'Pragmatic-level Inference'}]",Pragmatic-level Inference,,"5,6,7,8","4,5,3,2",entailment
2330536645.jpg#1r1e,A group of kids is splashing in deep water nearby a rock formation.,The kids are in deep water,Kids splashing in water.,"[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,5,5,entailment
2330536645.jpg#1r1e,A group of kids is splashing in deep water nearby a rock formation.,The kids are in deep water,Splashing in deep water means they are in deep water.,"[{'step': 'Step 4: Does the explanation rely on pragmatic cues like implicature or presupposition?', 'type': 'Pragmatic-level Inference'}]",Pragmatic-level Inference,,"5,6,7,8","4,3,5",entailment
2330536645.jpg#1r1n,A group of kids is splashing in deep water nearby a rock formation.,They are wearing lifejackets,Just because kids are in deep water does not mean they are wearing lifejackets.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"2,3",neutral
2330536645.jpg#1r1n,A group of kids is splashing in deep water nearby a rock formation.,They are wearing lifejackets,Just because a group of kids are in the water does not mean that they are wearing lifejackets.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"2,3",neutral
2330536645.jpg#1r1n,A group of kids is splashing in deep water nearby a rock formation.,They are wearing lifejackets,Just because a group of kids is splashing in deep water nearby a rock formation does not mean they are wearing lifejackets.,"[{'step': 'Step 8: Does the explanation rely on real-world logical or causal reasoning?', 'type': 'World-Informed Logical Reasoning'}]",World-Informed Logical Reasoning,,{},"2,3",neutral
209605542.jpg#0r1c,a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage.,A woman climber attempts to pull herself up,It is a man not a woman,"[{'step': 'Step 6: Does the explanation refer to logical constraints or conflict?', 'type': 'Logical Conflict'}]",Logical Structure Conflict,,8,1,contradiction
209605542.jpg#0r1c,a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage.,A woman climber attempts to pull herself up,Himself refers to a man while herself refers to a woman.,"[{'step': 'Step 1: Does the explanation rely on resolving coreference between entities?', 'type': 'Coreference Resolution'}]",Coreference Resolution,,8,6,contradiction
209605542.jpg#0r1c,a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage.,A woman climber attempts to pull herself up,Himself cannot refer to a woman climber.,"[{'step': 'Step 1: Does the explanation rely on resolving coreference between entities?', 'type': 'Coreference Resolution'}]",Coreference Resolution,,8,"1,2",contradiction
209605542.jpg#0r1e,a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage.,A climber pulls himself up some rocks,Pulling himself is akin to pulls himself up.,"[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"7,8,9","3,4,2",entailment
209605542.jpg#0r1e,a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage.,A climber pulls himself up some rocks,gray rocks are rocks and pulling himself is rephrasing of pulls himself,"[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"11,12,7,8","6,3,2",entailment
209605542.jpg#0r1e,a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage.,A climber pulls himself up some rocks,"""Pulls himself up some rocks"" is a less specific rephrasing of ""is pulling himself up some gray rocks.""","[{'step': 'Step 3: Does the explanation involve a change in sentence structure that preserves meaning?', 'type': 'Paraphrastic Inference (Syntactic)'}]",Syntactic-level Inference,,"12,11,7,8,10,9,6","6,5,4,3,2",entailment
